GeneSym	EnsembleID	Tissue/Cell Type
TBPL1	ENSP00000237264	brain
TBP	ENSP00000230354	brain
TBL2	ENSP00000307260	brain
TBK1	ENSP00000329967	brain
TBCK	ENSP00000355338	brain
TBC1D14	ENSP00000386921	brain
TATDN1	ENSP00000276692	brain
TARS2	ENSP00000358060	brain
TAF6	ENSP00000344537	brain
TAF1C	ENSP00000367802	brain
SYN3	ENSP00000351614	brain
STRBP	ENSP00000321347	brain
STRADA	ENSP00000336655	brain
STK36	ENSP00000295709	brain
STK32C	ENSP00000298630	brain
STAU2	ENSP00000348026	brain
STAMBPL1	ENSP00000360992	brain
ST7L	ENSP00000350734	brain
ST3GAL5	ENSP00000366549	brain
SSX2IP	ENSP00000340279	brain
SRPK2	ENSP00000377262	brain
SQLE	ENSP00000265896	brain
SPPL2B	ENSP00000404539	brain
SPIDR	ENSP00000297423	brain
SPHK2	ENSP00000245222	brain
SPATA7	ENSP00000377176	brain
SPATA2	ENSP00000289431	brain
AKAP10	ENSP00000225737	brain
SOX5	ENSP00000308927	brain
SOS1	ENSP00000384675	brain
SORBS3	ENSP00000240123	brain
SNX19	ENSP00000265909	brain
SNX14	ENSP00000313121	brain
SNRPA1	ENSP00000254193	brain
SNAPC3	ENSP00000370191	brain
SNAP29	ENSP00000215730	brain
SMYD5	ENSP00000374152	brain
SMURF1	ENSP00000354621	brain
SMPD1	ENSP00000340409	brain
SMARCD1	ENSP00000378414	brain
SMARCAL1	ENSP00000349823	brain
SMAD1	ENSP00000305769	brain
SLU7	ENSP00000297151	brain
SLCO3A1	ENSP00000320634	brain
SLC51A	ENSP00000296327	brain
SLC4A8	ENSP00000405812	brain
SLC39A3	ENSP00000269740	brain
SLC39A10	ENSP00000352655	brain
SLC38A7	ENSP00000219320	brain
SLC35B4	ENSP00000367770	brain
SLC35A5	ENSP00000417654	brain
SLC30A9	ENSP00000264451	brain
SLC30A6	ENSP00000282587	brain
SLC30A3	ENSP00000233535	brain
SLC2A8	ENSP00000362469	brain
SLC27A3	ENSP00000357650	brain
SLC25A46	ENSP00000348211	brain
SLC25A32	ENSP00000297578	brain
SLC25A13	ENSP00000265631	brain
SLC19A1	ENSP00000308895	brain
SLC15A4	ENSP00000266771	brain
SLC12A6	ENSP00000346112	brain
SKIV2L	ENSP00000412310	brain
SIPA1L2	ENSP00000262861	brain
SIN3A	ENSP00000353622	brain
SHOC2	ENSP00000358464	brain
SGSM3	ENSP00000248929	brain
SETX	ENSP00000224140	brain
SETDB1	ENSP00000357965	brain
SETD4	ENSP00000329189	brain
SESTD1	ENSP00000415332	brain
SESN1	ENSP00000306734	brain
SEPT10	ENSP00000380824	brain
SENP2	ENSP00000296257	brain
SEC61A2	ENSP00000298428	brain
SDCCAG3	ENSP00000349929	brain
SCMH1	ENSP00000318094	brain
SCAF4	ENSP00000286835	brain
SBNO1	ENSP00000267176	brain
SAV1	ENSP00000324729	brain
SAP130	ENSP00000259235	brain
SAMD4A	ENSP00000350261	brain
S100PBP	ENSP00000362574	brain
RSPRY1	ENSP00000377942	brain
RSBN1	ENSP00000261441	brain
RRP1B	ENSP00000339145	brain
RRN3P2	ENSP00000398611	brain
ALG1	ENSP00000262374	brain
RRN3	ENSP00000198767	brain
RPRD2	ENSP00000358064	brain
RPAP1	ENSP00000306123	brain
ROPN1L	ENSP00000274134	brain
RNGTT	ENSP00000358497	brain
RNFT1	ENSP00000304670	brain
RNF8	ENSP00000362578	brain
RNF6	ENSP00000342121	brain
RNF38	ENSP00000259605	brain
RNF34	ENSP00000346850	brain
ALG8	ENSP00000299626	brain
RNF219	ENSP00000282003	brain
RNF207	ENSP00000367173	brain
RNF149	ENSP00000295317	brain
RNF141	ENSP00000265981	brain
RNF14	ENSP00000324956	brain
RNF139	ENSP00000304051	brain
RNF138	ENSP00000261593	brain
RNF126	ENSP00000292363	brain
RND2	ENSP00000225973	brain
ALMS1	ENSP00000264448	brain
RHNO1	ENSP00000307052	brain
RGS7	ENSP00000355520	brain
RGS3	ENSP00000259406	brain
RGPD5	ENSP00000016946	brain
RGMA	ENSP00000330005	brain
RFX4	ENSP00000376585	brain
RFWD3	ENSP00000354361	brain
RFC4	ENSP00000296273	brain
RFC3	ENSP00000369411	brain
REEP1	ENSP00000165698	brain
RCOR3	ENSP00000413929	brain
RBM26	ENSP00000267229	brain
RBM15	ENSP00000358799	brain
RARS2	ENSP00000358549	brain
RAB11FIP5	ENSP00000258098	brain
PTPMT1	ENSP00000325958	brain
PTDSS2	ENSP00000308258	brain
PTCHD3	ENSP00000417658	brain
PTBP2	ENSP00000412788	brain
PSMG2	ENSP00000325919	brain
PSMD5	ENSP00000210313	brain
PRPS2	ENSP00000381504	brain
PRPF4	ENSP00000363313	brain
PRPF38A	ENSP00000257181	brain
PROSER1	ENSP00000332034	brain
PRKRA	ENSP00000318176	brain
PRKAR2A	ENSP00000265563	brain
PPP3CC	ENSP00000240139	brain
PPP2R1B	ENSP00000311344	brain
PPP1R13B	ENSP00000202556	brain
PPM1A	ENSP00000327255	brain
AMN1	ENSP00000281471	brain
PPFIA1	ENSP00000253925	brain
POT1	ENSP00000350249	brain
POLRMT	ENSP00000215591	brain
POLE	ENSP00000322570	brain
POLD3	ENSP00000263681	brain
POGK	ENSP00000356849	brain
PNKD	ENSP00000273077	brain
PMS1	ENSP00000406490	brain
PLEKHO1	ENSP00000358120	brain
PLEKHJ1	ENSP00000318075	brain
PLEKHA5	ENSP00000299275	brain
PKNOX1	ENSP00000291547	brain
PKMYT1	ENSP00000262300	brain
PIP5K1B	ENSP00000265382	brain
PIP4K2C	ENSP00000347032	brain
PIN1	ENSP00000247970	brain
PIK3R3	ENSP00000262741	brain
PIGN	ENSP00000350263	brain
PIGG	ENSP00000415203	brain
PICK1	ENSP00000349465	brain
PIAS4	ENSP00000262971	brain
PIAS2	ENSP00000381648	brain
PI4K2A	ENSP00000359665	brain
PHKB	ENSP00000313504	brain
PHF7	ENSP00000333024	brain
PHF20	ENSP00000363124	brain
PHF1	ENSP00000391901	brain
PHC1	ENSP00000251757	brain
PHACTR4	ENSP00000362942	brain
PGP	ENSP00000330918	brain
PGM3	ENSP00000283977	brain
PFKFB4	ENSP00000232375	brain
PEX5	ENSP00000407401	brain
PEX10	ENSP00000288774	brain
PDZRN3	ENSP00000263666	brain
PDPR	ENSP00000288050	brain
PDHX	ENSP00000227868	brain
PDE4B	ENSP00000332116	brain
PDE1A	ENSP00000331574	brain
PCNXL4	ENSP00000385713	brain
PCIF1	ENSP00000361486	brain
PCGF5	ENSP00000337500	brain
PCDHB10	ENSP00000239446	brain
PCDHA9	ENSP00000367362	brain
PBK	ENSP00000301905	brain
PARP6	ENSP00000287196	brain
PARN	ENSP00000387911	brain
PAPOLG	ENSP00000238714	brain
PAN2	ENSP00000368809	brain
PAK6	ENSP00000260404	brain
OTX1	ENSP00000282549	brain
OSBP2	ENSP00000332576	brain
ANKRD13A	ENSP00000261739	brain
ORC4	ENSP00000264169	brain
ORC3	ENSP00000257789	brain
ORC2	ENSP00000234296	brain
OR2J3	ENSP00000408783	brain
OGFOD2	ENSP00000380544	brain
OGFOD1	ENSP00000337196	brain
ODF2	ENSP00000307781	brain
NUPL1	ENSP00000371155	brain
NUP54	ENSP00000264883	brain
NUP50	ENSP00000345895	brain
NUP35	ENSP00000295119	brain
NUDT11	ENSP00000365160	brain
NTRK3	ENSP00000354207	brain
NRIP3	ENSP00000310205	brain
NIT1	ENSP00000356988	brain
NIFK	ENSP00000285814	brain
ANKRD28	ENSP00000382379	brain
NGLY1	ENSP00000280700	brain
NFYA	ENSP00000345702	brain
NELL2	ENSP00000416341	brain
NEK4	ENSP00000233027	brain
NECAP1	ENSP00000341737	brain
NDEL1	ENSP00000333982	brain
NCBP1	ENSP00000364289	brain
NACC2	ENSP00000277554	brain
NAA40	ENSP00000367024	brain
MUM1	ENSP00000345789	brain
MTSS1	ENSP00000322804	brain
MTMR9	ENSP00000221086	brain
MTMR14	ENSP00000296003	brain
MTF2	ENSP00000359321	brain
MSTO1	ENSP00000245564	brain
MRVI1	ENSP00000414598	brain
MRRF	ENSP00000297908	brain
MROH7	ENSP00000396622	brain
MPP2	ENSP00000269095	brain
ANKRD54	ENSP00000215941	brain
MOGS	ENSP00000233616	brain
MLST8	ENSP00000371888	brain
MKRN2	ENSP00000170447	brain
ANKRD7	ENSP00000265224	brain
MKNK1	ENSP00000361014	brain
MKL1	ENSP00000347847	brain
MIR3124	ENSP00000355428	brain
MIIP	ENSP00000235332	brain
MGRN1	ENSP00000262370	brain
MFAP3L	ENSP00000354583	brain
MEPCE	ENSP00000308546	brain
MEIS2	ENSP00000326296	brain
ANO10	ENSP00000292246	brain
MED25	ENSP00000326767	brain
MED22	ENSP00000342343	brain
MED21	ENSP00000282892	brain
MDM1	ENSP00000302537	brain
MCRS1	ENSP00000349640	brain
MCM9	ENSP00000312870	brain
MBTPS2	ENSP00000368798	brain
MBD6	ENSP00000347896	brain
MARCH7	ENSP00000259050	brain
MAPKBP1	ENSP00000374581	brain
MAPK7	ENSP00000311005	brain
MAPK6	ENSP00000261845	brain
MAPK10	ENSP00000352157	brain
LZTR1	ENSP00000215739	brain
LZTFL1	ENSP00000296135	brain
LYRM5	ENSP00000370761	brain
LSM14A	ENSP00000314768	brain
LRWD1	ENSP00000292616	brain
LRRN3	ENSP00000312001	brain
LRRFIP2	ENSP00000338727	brain
LRRC8B	ENSP00000332674	brain
LRRC8A	ENSP00000259324	brain
LRRC49	ENSP00000260382	brain
LRRC37A3	ENSP00000325713	brain
LRRC27	ENSP00000357602	brain
LRRC20	ENSP00000348043	brain
LRCH3	ENSP00000334375	brain
LPIN1	ENSP00000256720	brain
LNP1	ENSP00000373191	brain
LMF1	ENSP00000262301	brain
LMBR1	ENSP00000326604	brain
AP1B1	ENSP00000350199	brain
LIG3	ENSP00000367787	brain
LETM2	ENSP00000297720	brain
LEMD2	ENSP00000293760	brain
LCMT1	ENSP00000382021	brain
KRIT1	ENSP00000344668	brain
KPNA1	ENSP00000343701	brain
KLHL7	ENSP00000343273	brain
KLHL4	ENSP00000362206	brain
KLHL25	ENSP00000336800	brain
KLHL13	ENSP00000262820	brain
KIZ	ENSP00000416304	brain
KIF4B	ENSP00000387875	brain
KIF2B	ENSP00000268919	brain
KIF2A	ENSP00000385000	brain
KIAA1211	ENSP00000264229	brain
KIAA0895	ENSP00000297063	brain
AP3M2	ENSP00000174653	brain
KIAA0195	ENSP00000313885	brain
KHDRBS3	ENSP00000348108	brain
AP4B1	ENSP00000256658	brain
KDM4C	ENSP00000370710	brain
AP4M1	ENSP00000352603	brain
KDM4B	ENSP00000159111	brain
KDM3A	ENSP00000323659	brain
KCTD7	ENSP00000284957	brain
KCNQ2	ENSP00000352035	brain
KBTBD4	ENSP00000415106	brain
KAT5	ENSP00000340330	brain
JMJD8	ENSP00000399475	brain
JMJD6	ENSP00000394085	brain
JAZF1	ENSP00000283928	brain
JARID2	ENSP00000341280	brain
IZUMO4	ENSP00000378712	brain
ITFG1	ENSP00000319918	brain
APC	ENSP00000257430	brain
ISLR2	ENSP00000354217	brain
IQCE	ENSP00000385597	brain
IPO13	ENSP00000361418	brain
IPO11	ENSP00000386992	brain
INTS7	ENSP00000355961	brain
INTS6	ENSP00000310260	brain
INTS3	ENSP00000318641	brain
INPP1	ENSP00000325423	brain
APH1B	ENSP00000261879	brain
IMPA1	ENSP00000408526	brain
IGSF1	ENSP00000355010	brain
IGHMBP2	ENSP00000255078	brain
IFT80	ENSP00000312778	brain
IFT57	ENSP00000264538	brain
IFT46	ENSP00000264020	brain
IFT22	ENSP00000320359	brain
IFIT5	ENSP00000360860	brain
ICE2	ENSP00000261520	brain
HTRA2	ENSP00000258080	brain
HSPA14	ENSP00000367623	brain
HSFX1	ENSP00000359444	brain
HSF2	ENSP00000357440	brain
HSDL1	ENSP00000219439	brain
HPS4	ENSP00000338457	brain
HNRNPLL	ENSP00000387088	brain
HMOX2	ENSP00000219700	brain
HMMR	ENSP00000377492	brain
HLTF	ENSP00000308944	brain
HIPK1	ENSP00000358571	brain
HIF1AN	ENSP00000299163	brain
HERPUD2	ENSP00000310729	brain
HENMT1	ENSP00000359049	brain
HDAC6	ENSP00000334061	brain
HDAC11	ENSP00000295757	brain
HBS1L	ENSP00000356811	brain
GTF3C3	ENSP00000263956	brain
GTF2H3	ENSP00000228955	brain
GTF2H1	ENSP00000265963	brain
GTF2A1L	ENSP00000384597	brain
GRPEL1	ENSP00000264954	brain
GPR89B	ENSP00000358233	brain
GPR162	ENSP00000311528	brain
GPC5	ENSP00000366267	brain
GPC4	ENSP00000359864	brain
GOLPH3L	ENSP00000271732	brain
GOLGA7B	ENSP00000359634	brain
GOLGA1	ENSP00000362656	brain
GNG2	ENSP00000334448	brain
GMCL1	ENSP00000282570	brain
GLYR1	ENSP00000322716	brain
APPBP2	ENSP00000083182	brain
GLRX3	ENSP00000330836	brain
APPL2	ENSP00000258530	brain
GLI4	ENSP00000345024	brain
APTX	ENSP00000400806	brain
GGPS1	ENSP00000282841	brain
GGNBP2	ENSP00000307617	brain
GGH	ENSP00000260118	brain
GGA3	ENSP00000245541	brain
GFM2	ENSP00000296805	brain
GAS2L1	ENSP00000344012	brain
GAPDHS	ENSP00000222286	brain
G2E3	ENSP00000206595	brain
FUNDC2	ENSP00000358510	brain
FPGT	ENSP00000359928	brain
FOPNL	ENSP00000255759	brain
FKRP	ENSP00000326570	brain
FGD4	ENSP00000394487	brain
FBXO42	ENSP00000364742	brain
FBXO34	ENSP00000313159	brain
FBXO21	ENSP00000328187	brain
FBXO11	ENSP00000323822	brain
FASTKD5	ENSP00000369618	brain
FARP2	ENSP00000264042	brain
FANCL	ENSP00000385021	brain
FAM73B	ENSP00000351138	brain
FAM229B	ENSP00000357645	brain
FAM220A	ENSP00000317289	brain
FAM213B	ENSP00000367682	brain
FAM204A	ENSP00000358170	brain
FAM177A1	ENSP00000280987	brain
FAM160A2	ENSP00000265978	brain
FAM122B	ENSP00000298090	brain
FAM114A2	ENSP00000341597	brain
ARFGEF1	ENSP00000262215	brain
FAAH	ENSP00000243167	brain
F2R	ENSP00000321326	brain
EXTL3	ENSP00000220562	brain
EXOSC9	ENSP00000368984	brain
EXD2	ENSP00000193422	brain
ERMP1	ENSP00000340427	brain
ERCC5	ENSP00000347978	brain
EPHA4	ENSP00000281821	brain
EPB41L5	ENSP00000263713	brain
EPB41L4A	ENSP00000261486	brain
ENPP5	ENSP00000230565	brain
ENOPH1	ENSP00000273920	brain
ENO4	ENSP00000345555	brain
ELP3	ENSP00000256398	brain
ELMO2	ENSP00000290246	brain
ELFN2	ENSP00000300147	brain
EIF4G3	ENSP00000264211	brain
EIF4ENIF1	ENSP00000328103	brain
EHMT1	ENSP00000417980	brain
EHBP1	ENSP00000263991	brain
EDC4	ENSP00000351811	brain
E4F1	ENSP00000301727	brain
E2F6	ENSP00000370936	brain
DZIP1	ENSP00000257312	brain
DYNC2LI1	ENSP00000260605	brain
DVL2	ENSP00000005340	brain
DROSHA	ENSP00000339845	brain
DRG1	ENSP00000329715	brain
DR1	ENSP00000359290	brain
DPY19L2	ENSP00000315988	brain
DPH3	ENSP00000419599	brain
DPF2	ENSP00000252268	brain
DOK5	ENSP00000262593	brain
DNAJC27	ENSP00000264711	brain
DNAJC18	ENSP00000302843	brain
DNAJB12	ENSP00000345575	brain
DNAH17	ENSP00000374490	brain
DMTF1	ENSP00000332171	brain
DLAT	ENSP00000280346	brain
DIS3	ENSP00000366997	brain
DHX58	ENSP00000251642	brain
DHX40	ENSP00000251241	brain
DHX35	ENSP00000252011	brain
ARHGEF10	ENSP00000340297	brain
DHX34	ENSP00000331907	brain
DHDDS	ENSP00000353104	brain
DEDD	ENSP00000356985	brain
DDX25	ENSP00000263576	brain
DDX20	ENSP00000358716	brain
ARHGEF17	ENSP00000263674	brain
DDX19B	ENSP00000288071	brain
DDTL	ENSP00000215770	brain
DCUN1D4	ENSP00000334625	brain
DCK	ENSP00000286648	brain
DCAF13	ENSP00000297579	brain
ARHGEF3	ENSP00000341071	brain
DCAF10	ENSP00000366953	brain
DARS2	ENSP00000355086	brain
DALRD3	ENSP00000344989	brain
CYLD	ENSP00000308928	brain
CYB5R2	ENSP00000299498	brain
CYB5D2	ENSP00000301391	brain
CXXC1	ENSP00000390475	brain
CTR9	ENSP00000355013	brain
CTDSPL2	ENSP00000260327	brain
CSTF3	ENSP00000315791	brain
CSRNP2	ENSP00000228515	brain
CSNK1G1	ENSP00000305777	brain
CRTC2	ENSP00000305873	brain
CRB1	ENSP00000356370	brain
COX15	ENSP00000016171	brain
COX10	ENSP00000261643	brain
COPS8	ENSP00000346340	brain
COMMD4	ENSP00000267935	brain
COMMD3	ENSP00000366032	brain
COG8	ENSP00000305459	brain
COG2	ENSP00000355629	brain
CNPPD1	ENSP00000353698	brain
CNOT4	ENSP00000354673	brain
CNOT10	ENSP00000330060	brain
CMTR2	ENSP00000337512	brain
CLUH	ENSP00000388872	brain
CLUAP1	ENSP00000344392	brain
CLPB	ENSP00000294053	brain
CLK2	ENSP00000354856	brain
CISD1	ENSP00000363041	brain
ARL4A	ENSP00000349250	brain
CINP	ENSP00000216756	brain
CHKB	ENSP00000312189+ENSP00000384400	brain
CHFR	ENSP00000320557	brain
CHD1L	ENSP00000358262	brain
CEP85	ENSP00000252992	brain
CEP70	ENSP00000264982	brain
CEP41	ENSP00000223208	brain
CEBPZ	ENSP00000234170	brain
CDS2	ENSP00000419879	brain
CDK20	ENSP00000322343	brain
CDK17	ENSP00000261211	brain
CDCA7	ENSP00000306968	brain
CDCA5	ENSP00000275517	brain
CDC23	ENSP00000378350	brain
CDC14B	ENSP00000364389	brain
CCSER2	ENSP00000224756	brain
CCNH	ENSP00000256897	brain
ADAM10	ENSP00000260408	brain
CCDC92	ENSP00000238156	brain
CCDC86	ENSP00000227520	brain
ARMC8	ENSP00000351221	brain
CCDC136	ENSP00000297788	brain
CCDC117	ENSP00000249064	brain
ARMCX2	ENSP00000328631	brain
CCDC103	ENSP00000387252	brain
CCAR2	ENSP00000310670	brain
CBL	ENSP00000264033	brain
ACRBP	ENSP00000229243	brain
CAMK1	ENSP00000256460	brain
CACFD1	ENSP00000317121	brain
CABYR	ENSP00000355033	brain
CA5B	ENSP00000314099	brain
C2ORF15	ENSP00000311103	brain
C1D	ENSP00000348107	brain
C19ORF44	ENSP00000221671	brain
C17ORF80	ENSP00000351937	brain
C15ORF39	ENSP00000353854	brain
C14ORF132	ENSP00000404009	brain
C12ORF10	ENSP00000267103	brain
BTF3L4	ENSP00000360658	brain
BRE	ENSP00000343412	brain
BCAT1	ENSP00000261192	brain
BBS9	ENSP00000242067	brain
BBS4	ENSP00000268057	brain
BAIAP3	ENSP00000324510	brain
BAG5	ENSP00000338814	brain
ATP6V1E2	ENSP00000304891	brain
ATG16L1	ENSP00000375872	brain
ATF7IP	ENSP00000261168	brain
ATF2	ENSP00000264110	brain
ASTN2	ENSP00000363108	brain
ASRGL1	ENSP00000301776	brain
ASCC1	ENSP00000320461	brain
ASB8	ENSP00000320893	brain
ASB1	ENSP00000264607	brain
ASAP3	ENSP00000338769	brain
SIRT3	ENSP00000372191	brain
NOL6	ENSP00000297990	brain
HSPA12A	ENSP00000358211	brain
ABI2	ENSP00000261017	brain
USP33	ENSP00000350009	brain
USP42	ENSP00000301962	brain
USP3	ENSP00000369681	brain
UBR5	ENSP00000220959	brain
ADSS	ENSP00000355493	brain
TWSG1	ENSP00000262120	brain
TSR1	ENSP00000301364	brain
TNFRSF21	ENSP00000296861	brain
TMEM198	ENSP00000343507	brain
TDP1	ENSP00000337353	brain
TBC1D5	ENSP00000402935	brain
TBC1D23	ENSP00000340693	brain
STK10	ENSP00000176763	brain
SLC25A44	ENSP00000352497	brain
SENP6	ENSP00000402527	brain
SCAMP1	ENSP00000410636	brain
SACM1L	ENSP00000373713	brain
RTF1	ENSP00000374280	brain
RFX2	ENSP00000306335	brain
RBL2	ENSP00000262133	brain
RALGAPB	ENSP00000262879	brain
RAB3GAP1	ENSP00000264158	brain
R3HCC1	ENSP00000265806	brain
PHKA2	ENSP00000369274	brain
PELI1	ENSP00000351789	brain
NUP98	ENSP00000316032	brain
NFX1	ENSP00000368856	brain
KLHL12	ENSP00000356230	brain
IFT122	ENSP00000296266	brain
HSPA13	ENSP00000285667	brain
HMGCR	ENSP00000287936	brain
HECTD3	ENSP00000361245	brain
GPBP1L1	ENSP00000290795	brain
FAM53C	ENSP00000239906	brain
EFHC1	ENSP00000360107	brain
CREB3	ENSP00000342136	brain
CEP68	ENSP00000367229	brain
COG5	ENSP00000297135	brain
COG6	ENSP00000397441	brain
CDV3	ENSP00000264993	brain
AP5M1	ENSP00000261558	brain
ARFGAP3	ENSP00000263245	brain
ATL3	ENSP00000381844	brain
LIG1	ENSP00000263274	brain
MAN2A2	ENSP00000353655	brain
MGAT2	ENSP00000307423	brain
MRPS25	ENSP00000253686	brain
NDC1	ENSP00000360483	brain
PIAS1	ENSP00000249636	brain
PPP1R3E	ENSP00000354717	brain
PQLC1	ENSP00000315627	brain
PRPSAP1	ENSP00000414624	brain
SECISBP2	ENSP00000364965	brain
SMA4	ENSP00000370135	brain
SNX13	ENSP00000398789	brain
TIMM23	ENSP00000260867	brain
TIMM44	ENSP00000270538	brain
TIPARP	ENSP00000295924	brain
TM2D2	ENSP00000416050	brain
UBFD1	ENSP00000379217	brain
USP8	ENSP00000302239	brain
XPR1	ENSP00000356562	brain
KPNA3	ENSP00000261667	brain
DCAF8	ENSP00000318227	brain
DBF4	ENSP00000265728	brain
CXADR	ENSP00000284878	brain
CTPS1	ENSP00000361699	brain
COG1	ENSP00000299886	brain
CNOT7	ENSP00000355279	brain
CEP350	ENSP00000356579	brain
CACYBP	ENSP00000356652	brain
SESN3	ENSP00000278499	brain
ACTR8	ENSP00000336842	brain
THAP3	ENSP00000366854	brain
TJAP1	ENSP00000259751	brain
TLK2	ENSP00000275780	brain
TPST1	ENSP00000302413	brain
UNK	ENSP00000293218	brain
UPF3A	ENSP00000364448	brain
ZNF253	ENSP00000342002	brain
SMG8	ENSP00000300917	brain
SLC24A5	ENSP00000341550	brain
SEMA3C	ENSP00000265361	brain
RPUSD3	ENSP00000373331	brain
PSD3	ENSP00000324127	brain
PHF13	ENSP00000366876	brain
NDUFAF7	ENSP00000002125	brain
MVK	ENSP00000228510	brain
MTRR	ENSP00000264668	brain
IP6K1	ENSP00000323780	brain
GLE1	ENSP00000308622	brain
DPP8	ENSP00000339208	brain
DENND6B	ENSP00000391524	brain
DEFB119	ENSP00000365492	brain
CRYZL1	ENSP00000370966	brain
C2ORF42	ENSP00000264434	brain
AP3S1	ENSP00000325369	brain
ANGEL1	ENSP00000251089	brain
AGTPBP1	ENSP00000338512	brain
STRIP1	ENSP00000358810	brain
EDC3	ENSP00000320503	brain
H2AFJ	ENSP00000373730	brain
HSD11B1L	ENSP00000407154	brain
MRPS21	ENSP00000312395	brain
POMGNT1	ENSP00000361052	brain
SCYL2	ENSP00000354061	brain
TIMM13	ENSP00000215570	brain
TTC8	ENSP00000370031	brain
ZNF281	ENSP00000294740	brain
UAP1	ENSP00000356903	brain
JMJD4	ENSP00000355720	brain
FAM104A	ENSP00000384832	brain
FBXL5	ENSP00000344866	brain
WDR26	ENSP00000295024	brain
PPP6C	ENSP00000392147	brain
GSTZ1	ENSP00000216465	brain
TRAPPC12	ENSP00000324318	brain
KIF27	ENSP00000297814	brain
AATF	ENSP00000225402	brain
ZC4H2	ENSP00000363972	brain
ZNF692	ENSP00000391200	brain
ABCB8	ENSP00000351717	brain
VPS39	ENSP00000326534	brain
STIM1	ENSP00000300737	brain
STRN4	ENSP00000375777	brain
UBXN11	ENSP00000363338	brain
ALG9	ENSP00000260257	brain
RACGAP1	ENSP00000309871	brain
RABGGTA	ENSP00000216840	brain
POU2F1	ENSP00000271411	brain
PLA2G6	ENSP00000333142	brain
NMD3	ENSP00000307525	brain
NELFA	ENSP00000372335	brain
MVD	ENSP00000301012	brain
MUL1	ENSP00000264198	brain
MAP3K11	ENSP00000309597	brain
KIF2C	ENSP00000361298	brain
IMP4	ENSP00000259239	brain
EARS2	ENSP00000343488	brain
CLEC16A	ENSP00000387122	brain
CHMP7	ENSP00000324491	brain
CCHCR1	ENSP00000379566	brain
DNAJC11	ENSP00000366800	brain
PELP1	ENSP00000301396	brain
VARS2	ENSP00000316092	brain
ADORA2A	ENSP00000336630	brain
ZNF672	ENSP00000377967	brain
TRIM14	ENSP00000343990	brain
TBC1D15	ENSP00000318262	brain
SLC15A5	ENSP00000340402	brain
PLCD1	ENSP00000409572	brain
NR2C1	ENSP00000333275	brain
LRCH4	ENSP00000309689	brain
KIAA0226	ENSP00000296343	brain
GPATCH3	ENSP00000354645	brain
GIT2	ENSP00000347464	brain
DYM	ENSP00000269445	brain
GSTM3	ENSP00000256594	brain
IGSF11	ENSP00000377370	brain
PIM2	ENSP00000365692	brain
GALC	ENSP00000261304	brain
PRKAA1	ENSP00000346148	brain
SLC33A1	ENSP00000352456	brain
WWP2	ENSP00000348283	brain
WDR48	ENSP00000307491	brain
CNST	ENSP00000355470	brain
CRY2	ENSP00000406751	brain
CYTH1	ENSP00000354398	brain
GSTA4	ENSP00000359998	brain
PENK	ENSP00000324248	brain
SOAT1	ENSP00000356591	brain
AGFG1	ENSP00000397094	brain
TRAPPC4	ENSP00000351896	brain
VPS11	ENSP00000300793	brain
VPS26B	ENSP00000281187	brain
WFS1	ENSP00000226760	brain
ZC3H14	ENSP00000251038	brain
ZMYM2	ENSP00000372322	brain
TLE3	ENSP00000319233	brain
TBC1D13	ENSP00000361731	brain
SPIRE1	ENSP00000387266	brain
SNRPB2	ENSP00000246071	brain
SH3GLB1	ENSP00000212369	brain
RHOT2	ENSP00000321971	brain
PWP2	ENSP00000291576	brain
PPP4R1	ENSP00000383402	brain
PNPLA6	ENSP00000221249	brain
PI4KB	ENSP00000271657	brain
PCMTD2	ENSP00000307854	brain
PAOX	ENSP00000278060	brain
OR2H1	ENSP00000396944	brain
NSL1	ENSP00000355944	brain
NAGK	ENSP00000244204	brain
MYH15	ENSP00000273353	brain
MTX1	ENSP00000357360	brain
MRPS31	ENSP00000315397	brain
KIFC3	ENSP00000368976	brain
KATNB1	ENSP00000268509	brain
GTF2A2	ENSP00000379372	brain
GNA12	ENSP00000275364	brain
FAM53B	ENSP00000338532	brain
DLC1	ENSP00000276297	brain
DESI2	ENSP00000306528	brain
DCTN4	ENSP00000414906	brain
CREBL2	ENSP00000228865	brain
ARIH1	ENSP00000369217	brain
COG3	ENSP00000258654	brain
CEP170	ENSP00000415575	brain
CACUL1	ENSP00000358147	brain
C2ORF73	ENSP00000381631	brain
ATXN2	ENSP00000366843	brain
ANKLE2	ENSP00000350686	brain
SMG5	ENSP00000355261	brain
ZNF44	ENSP00000347910	brain
MXD4	ENSP00000337889	brain
LSS	ENSP00000348762	brain
ARPC4	ENSP00000338524	brain
CCNY	ENSP00000363836	brain
KDM5B	ENSP00000356234	brain
CXORF40B	ENSP00000347339	brain
ALCAM	ENSP00000305988	brain
BAG1	ENSP00000224112	brain
DCAF5	ENSP00000341351	brain
DUT	ENSP00000370376	brain
NFATC3	ENSP00000300659	brain
PPP1R2	ENSP00000328178	brain
RNF216	ENSP00000374552	brain
ZNHIT3	ENSP00000225410	brain
MBOAT2	ENSP00000302177	brain
RUFY3	ENSP00000370394	brain
SEC63	ENSP00000357998	brain
UBE3A	ENSP00000381045	brain
BBX	ENSP00000319974	brain
ASXL1	ENSP00000364839	brain
PIGS	ENSP00000309430	brain
FGD5	ENSP00000285046	brain
CDC16	ENSP00000348554	brain
KIF3B	ENSP00000364864	brain
