GeneSym	EnsembleID	GO_anno
RFX3	ENSP00000371434	organelle
TAL1	ENSP00000294339	organelle
RUNX2	ENSP00000352514	organelle
TCF12	ENSP00000331057	organelle
FOXH1	ENSP00000366534	organelle
HIRA	ENSP00000263208	organelle
NACC2	ENSP00000277554	organelle
TCF7L2	ENSP00000358404	organelle
JUN	ENSP00000360266	organelle
NFATC1	ENSP00000327850	organelle
MYOD1	ENSP00000250003	organelle
PUS1	ENSP00000365837	organelle
RARG	ENSP00000332695	organelle
CEBPB	ENSP00000305422	organelle
HAT1	ENSP00000264108	organelle
SIRT7	ENSP00000329466	organelle
SMARCA1	ENSP00000360163	organelle
CCAR2	ENSP00000310670	organelle
DPF2	ENSP00000252268	organelle
DNMT3L	ENSP00000270172	organelle
PSIP1	ENSP00000370109	organelle
STAT6	ENSP00000300134	organelle
NCOA1	ENSP00000320940	organelle
POU4F1	ENSP00000366413	organelle
NR1D1	ENSP00000246672	organelle
STAT1	ENSP00000354394	organelle
TP63	ENSP00000264731	organelle
RARA	ENSP00000254066	organelle
MCM2	ENSP00000265056	organelle
ORC3	ENSP00000257789	organelle
ORC4	ENSP00000264169	organelle
ORC6	ENSP00000219097	organelle
ORC5	ENSP00000297431	organelle
SLX1A	ENSP00000328940	organelle
SLX4	ENSP00000294008	organelle
ORC1	ENSP00000360621	organelle
DNMT3A	ENSP00000264709	organelle
UHRF1	ENSP00000381295	organelle
SATB1	ENSP00000341024	organelle
SMARCAD1	ENSP00000351947	organelle
APTX	ENSP00000400806	organelle
MBD4	ENSP00000249910	organelle
ESCO1	ENSP00000269214	organelle
JUNB	ENSP00000303315	organelle
L3MBTL1	ENSP00000362227	organelle
HMGN5	ENSP00000350848	organelle
MAU2	ENSP00000376127	organelle
DSCC1	ENSP00000322180	organelle
CBX6	ENSP00000384490	organelle
RCOR2	ENSP00000301459	organelle
TP73	ENSP00000367545	organelle
MYBL2	ENSP00000217026	organelle
RAD51B	ENSP00000385485	organelle
RFC2	ENSP00000055077	organelle
RFC3	ENSP00000369411	organelle
RFC4	ENSP00000296273	organelle
RFC5	ENSP00000408295	organelle
MED1	ENSP00000300651	organelle
C1ORF86	ENSP00000367808	organelle
HMGA2	ENSP00000384026	organelle
ELL	ENSP00000262809	organelle
ICE1	ENSP00000296564	organelle
ZC3H8	ENSP00000386488	organelle
ICE2	ENSP00000261520	organelle
HLCS	ENSP00000338387	organelle
MBD1	ENSP00000269468	organelle
SFPQ	ENSP00000349748	organelle
SNW1	ENSP00000261531	organelle
ESR1	ENSP00000206249	organelle
MSH6	ENSP00000234420	organelle
SETDB1	ENSP00000357965	organelle
CCNB1IP1	ENSP00000337396	organelle
SYCE1L	ENSP00000367911	organelle
RNF212	ENSP00000389709	organelle
MSH5	ENSP00000364894	organelle
MSH4	ENSP00000263187	organelle
SYCE1	ENSP00000341282	organelle
SYCE2	ENSP00000293695	organelle
SYCE3	ENSP00000385122	organelle
TEX11	ENSP00000340995	organelle
TEX12	ENSP00000280358	organelle
SYCP2	ENSP00000350162	organelle
LEPREL4	ENSP00000347649	organelle
LIG3	ENSP00000367787	organelle
SYCP1	ENSP00000358531	organelle
DMC1	ENSP00000216024	organelle
HORMAD1	ENSP00000355167	organelle
CDX2	ENSP00000370408	organelle
HUS1	ENSP00000258774	organelle
RAD9A	ENSP00000311360	organelle
RAD9B	ENSP00000376440	organelle
HUS1B	ENSP00000370293	organelle
NIFK	ENSP00000285814	organelle
NOL6	ENSP00000297990	organelle
RRS1	ENSP00000322396	organelle
RGS12	ENSP00000339381	organelle
MMS22L	ENSP00000275053	organelle
ZRANB3	ENSP00000264159	organelle
TONSL	ENSP00000386239	organelle
ZMIZ2	ENSP00000311778	organelle
PIF1	ENSP00000268043	organelle
ZSCAN4	ENSP00000321963	organelle
SS18L1	ENSP00000333012	organelle
SUV420H1	ENSP00000305899	organelle
SUV420H2	ENSP00000255613	organelle
SUV39H1	ENSP00000365877	organelle
CBX1	ENSP00000225603	organelle
DDX11	ENSP00000384703	organelle
DDX11L8	ENSP00000339557	organelle
ESCO2	ENSP00000306999	organelle
LRWD1	ENSP00000292616	organelle
SIRT6	ENSP00000337332	organelle
TNKS1BP1	ENSP00000350990	organelle
SMAD2	ENSP00000262160	organelle
SMAD4	ENSP00000341551	organelle
MLH1	ENSP00000231790	organelle
MLH3	ENSP00000348020	organelle
MSH2	ENSP00000233146	organelle
MSH3	ENSP00000265081	organelle
CBX2	ENSP00000308750	organelle
PHC2	ENSP00000257118	organelle
CBX7	ENSP00000216133	organelle
CBX8	ENSP00000269385	organelle
PCGF2	ENSP00000354033	organelle
PHC1	ENSP00000251757	organelle
RING1	ENSP00000396439	organelle
RNF2	ENSP00000356480	organelle
EED	ENSP00000263360	organelle
SUZ12	ENSP00000316578	organelle
EZH2	ENSP00000320147	organelle
UBE2A	ENSP00000360613	organelle
UBE2B	ENSP00000265339	organelle
CHD5	ENSP00000262450	organelle
SALL1	ENSP00000251020	organelle
MBD3	ENSP00000156825	organelle
MTA2	ENSP00000278823	organelle
CSNK2A1	ENSP00000217244	organelle
HDAC1	ENSP00000362649	organelle
HDAC2	ENSP00000381331	organelle
RBBP4	ENSP00000362592	organelle
FAM60A	ENSP00000337477	organelle
PHF12	ENSP00000329933	organelle
SUDS3	ENSP00000380695	organelle
MBD2	ENSP00000256429	organelle
ING2	ENSP00000307183	organelle
SIN3A	ENSP00000353622	organelle
ATRX	ENSP00000362441	organelle
DAXX	ENSP00000266000+ENSP00000404623	organelle
TP53	ENSP00000269305	organelle
APITD1	ENSP00000317110	organelle
STRA13	ENSP00000302951	organelle
CENPH	ENSP00000283006	organelle
CENPK	ENSP00000242872	organelle
CENPN	ENSP00000377007	organelle
CENPO	ENSP00000260662	organelle
ITGB3BP	ENSP00000271002	organelle
PMF1	ENSP00000357260	organelle
SPC24	ENSP00000397131	organelle
HJURP	ENSP00000414109	organelle
TP53BP1	ENSP00000371475	organelle
CENPU	ENSP00000281453	organelle
CSNK1A1	ENSP00000261798	organelle
CENPW	ENSP00000357311	organelle
PBRM1	ENSP00000349213	organelle
PINX1	ENSP00000301921	organelle
BUB1	ENSP00000302530	organelle
NDC80	ENSP00000261597	organelle
CENPC	ENSP00000273853	organelle
CENPA	ENSP00000336868	organelle
CDCA5	ENSP00000275517	organelle
WAPAL	ENSP00000298767	organelle
RAD21	ENSP00000297338	organelle
SMC1A	ENSP00000323421	organelle
CENPI	ENSP00000218507	organelle
CENPP	ENSP00000364737	organelle
PDS5B	ENSP00000313851	organelle
STAG1	ENSP00000372689	organelle
CENPQ	ENSP00000337289	organelle
PDS5A	ENSP00000303427	organelle
STAG2	ENSP00000218089	organelle
MCM7	ENSP00000307288	organelle
MRE11A	ENSP00000325863	organelle
SMC4	ENSP00000341382	organelle
CTCF	ENSP00000264010	organelle
MIS18A	ENSP00000290130	organelle
WDHD1	ENSP00000353793	organelle
MIS18BP1	ENSP00000309790	organelle
SCMH1	ENSP00000318094	organelle
MKI67	ENSP00000357643	organelle
ZNF330	ENSP00000262990	organelle
DAPK3	ENSP00000301264	organelle
OIP5	ENSP00000220514	organelle
SMG6	ENSP00000263073	organelle
TEP1	ENSP00000262715	organelle
ORC2	ENSP00000234296	organelle
CHRAC1	ENSP00000220913	organelle
KIAA2022	ENSP00000055682	organelle
POLD2	ENSP00000379148	organelle
POLD3	ENSP00000263681	organelle
POLD1	ENSP00000262266	organelle
POLE	ENSP00000322570	organelle
POLE2	ENSP00000216367	organelle
POLE3	ENSP00000363284	organelle
POLE4	ENSP00000420176	organelle
POLA2	ENSP00000265465	organelle
PURB	ENSP00000379051	organelle
RPA3	ENSP00000223129	organelle
RPA4	ENSP00000362131	organelle
RPA2	ENSP00000363021	organelle
POLA1	ENSP00000368349	organelle
MCM3	ENSP00000229854	organelle
PURA	ENSP00000332706	organelle
TOP1	ENSP00000354522	organelle
MEN1	ENSP00000337088	organelle
NUFIP1	ENSP00000368459	organelle
BRD4	ENSP00000263377	organelle
CCNT1	ENSP00000261900	organelle
CDK9	ENSP00000362361	organelle
GTF2H2C	ENSP00000370105	organelle
GTF2H5	ENSP00000356067	organelle
ANKRD1	ENSP00000360762	organelle
MEF2C	ENSP00000396219	organelle
ANKRD2	ENSP00000306163	organelle
FBXO32	ENSP00000287396	organelle
FRG1	ENSP00000226798	organelle
PPP3CA	ENSP00000378323	organelle
HDAC4	ENSP00000264606	organelle
KAT2B	ENSP00000263754	organelle
CDC5L	ENSP00000360532	organelle
PRPF19	ENSP00000227524	organelle
PNN	ENSP00000216832	organelle
PPIH	ENSP00000306614	organelle
PRPF3	ENSP00000315379	organelle
PRPF6	ENSP00000266079	organelle
PRPF31	ENSP00000324122	organelle
CHD3	ENSP00000369716	organelle
CHD4	ENSP00000349508	organelle
MTA1	ENSP00000333633	organelle
GATAD2A	ENSP00000351552	organelle
RBBP7	ENSP00000369427	organelle
RUNX1T1	ENSP00000265814	organelle
TFIP11	ENSP00000263115	organelle
THOC1	ENSP00000261600	organelle
AATF	ENSP00000225402	organelle
RFWD2	ENSP00000356641	organelle
KIF23	ENSP00000260363	organelle
PPP1R12A	ENSP00000261207	organelle
C2CD4B	ENSP00000369755	organelle
PNMA1	ENSP00000318914	organelle
GIT2	ENSP00000347464	organelle
MDC1	ENSP00000373060	organelle
TGFB1I1	ENSP00000378332	organelle
HMGA1	ENSP00000308227	organelle
PDLIM1	ENSP00000360305	organelle
LIG4	ENSP00000349393	organelle
AJUBA	ENSP00000262713	organelle
BCAR1	ENSP00000162330	organelle
PDPK1	ENSP00000344220+ENSP00000371763	organelle
PIP5K1A	ENSP00000357883	organelle
BRCA1	ENSP00000350283	organelle
CDK2	ENSP00000266970	organelle
RB1	ENSP00000267163	organelle
HAX1	ENSP00000329002	organelle
LMNA	ENSP00000357283	organelle
LMNB1	ENSP00000261366	organelle
LMNB2	ENSP00000327054	organelle
RPS6KA2	ENSP00000386050	organelle
NARF	ENSP00000309899	organelle
TLK2	ENSP00000275780	organelle
LMNTD1	ENSP00000407353	organelle
MNS1	ENSP00000260453	organelle
ADD3	ENSP00000348381	organelle
TOPBP1	ENSP00000260810	organelle
BLM	ENSP00000347232	organelle
RAD51	ENSP00000267868	organelle
RPA1	ENSP00000254719	organelle
UBE2I	ENSP00000324897	organelle
RAD21L1	ENSP00000386414	organelle
SMC1B	ENSP00000350036	organelle
REC8	ENSP00000308699	organelle
STAG3	ENSP00000319318	organelle
SMC3	ENSP00000354720	organelle
ACTL6A	ENSP00000397552	organelle
BRD8	ENSP00000254900	organelle
ING3	ENSP00000320566	organelle
KAT5	ENSP00000340330	organelle
EP400	ENSP00000374213	organelle
MORF4	ENSP00000331310	organelle
DMAP1	ENSP00000312697	organelle
TRRAP	ENSP00000347733	organelle
CREBBP	ENSP00000262367	organelle
ASXL2	ENSP00000381897	organelle
KAT6A	ENSP00000265713	organelle
KAT6B	ENSP00000287239	organelle
MEAF6	ENSP00000362166	organelle
RUVBL1	ENSP00000318297	organelle
RUVBL2	ENSP00000221413	organelle
ENY2	ENSP00000339861	organelle
EPC1	ENSP00000263062	organelle
KAT8	ENSP00000406037	organelle
PHF20	ENSP00000363124	organelle
AP1AR	ENSP00000274000	organelle
OPTN	ENSP00000263036	organelle
ARFGEF1	ENSP00000262215	organelle
C6ORF89	ENSP00000347322	organelle
OSBP	ENSP00000263847	organelle
STX16	ENSP00000360183	organelle
GOLGA3	ENSP00000204726	organelle
SNAPIN	ENSP00000357674	organelle
STON2	ENSP00000267540	organelle
TAOK2	ENSP00000310094	organelle
RBX1	ENSP00000216225	organelle
ASXL1	ENSP00000364839	organelle
THRB	ENSP00000348827	organelle
HNRNPC	ENSP00000319690	organelle
PLCB1	ENSP00000338185	organelle
RBMX	ENSP00000359645	organelle
RBMXL1	ENSP00000318415	organelle
HNRNPK	ENSP00000365439	organelle
H1FOO	ENSP00000319799	organelle
H2AFJ	ENSP00000373730	organelle
HIST1H2AE	ENSP00000303373	organelle
HIST1H2AH	ENSP00000366679	organelle
H2AFV	ENSP00000308405	organelle
HIST1H2AA	ENSP00000297012	organelle
HIST1H2AM	ENSP00000352627	organelle
HIST1H2AB	ENSP00000259791	organelle
HIST1H2AI	ENSP00000351589	organelle
HIST2H2AB	ENSP00000332790	organelle
HIST1H2AC	ENSP00000321389	organelle
HIST1H2AK	ENSP00000330307	organelle
HIST2H2AA3	ENSP00000358158	organelle
HIST2H2AC	ENSP00000332194	organelle
HIST2H2AA4	ENSP00000358155	organelle
HIST1H2AL	ENSP00000349873	organelle
HIST1H2AJ	ENSP00000328484	organelle
HIST1H2AD	ENSP00000341094	organelle
H2AFY2	ENSP00000362352	organelle
HIST1H2AG	ENSP00000352119	organelle
H2AFZ	ENSP00000296417	organelle
HIST1H1B	ENSP00000330074	organelle
HIST1H1E	ENSP00000307705	organelle
H3F3A	ENSP00000355778	organelle
H3F3B	ENSP00000254810	organelle
HIST3H2A	ENSP00000355656	organelle
HIST1H2BC	ENSP00000321744	organelle
HIST1H2BE	ENSP00000348924	organelle
HIST1H2BF	ENSP00000353074	organelle
HIST1H2BG	ENSP00000342886	organelle
HIST1H2BI	ENSP00000366962	organelle
HIST2H2BE	ENSP00000358151	organelle
HIST1H2BD	ENSP00000289316	organelle
HIST2H2BF	ENSP00000358164	organelle
HIST2H3A	ENSP00000385479	organelle
HIST2H3C	ENSP00000358154	organelle
HIST2H3D	ENSP00000333277	organelle
HIST3H3	ENSP00000355657	organelle
HIST1H2BH	ENSP00000348706	organelle
HIST1H2BL	ENSP00000366618	organelle
HIST1H2BM	ENSP00000352442	organelle
HIST1H2BN	ENSP00000380177	organelle
HIST1H3A	ENSP00000350275	organelle
HIST1H3F	ENSP00000230495	organelle
HIST1H4B	ENSP00000366581	organelle
HIST1H4C	ENSP00000367034	organelle
HIST1H4K	ENSP00000350159	organelle
HIST4H4	ENSP00000350767	organelle
HIST1H4J	ENSP00000347168	organelle
HIST2H4B	ENSP00000358153	organelle
HIST1H3I	ENSP00000329554	organelle
HIST2H4A	ENSP00000358162	organelle
HIST1H4I	ENSP00000346316	organelle
HIST1H4F	ENSP00000366974	organelle
HIST1H4L	ENSP00000348258	organelle
HIST1H4H	ENSP00000289352	organelle
HIST1H3J	ENSP00000352252	organelle
HIST1H4E	ENSP00000353624	organelle
HIST1H4D	ENSP00000343282	organelle
HIST1H3B	ENSP00000244661	organelle
HIST1H3H	ENSP00000358160	organelle
HIST1H4A	ENSP00000352980	organelle
HIST1H3C	ENSP00000353783	organelle
HIST1H3D	ENSP00000366999	organelle
HIST1H3G	ENSP00000319632	organelle
HIST1H3E	ENSP00000353581	organelle
H2AFX	ENSP00000364310	organelle
H2AFY	ENSP00000353806	organelle
MPHOSPH8	ENSP00000355388	organelle
H1F0	ENSP00000344504	organelle
H2AFB1	ENSP00000346450	organelle
H2AFB2	ENSP00000346509	organelle
H2AFB3	ENSP00000358452	organelle
H3F3C	ENSP00000339835	organelle
HIST1H1A	ENSP00000244573	organelle
HIST1H1C	ENSP00000339566	organelle
HIST1H1D	ENSP00000244534	organelle
IRF4	ENSP00000370343	organelle
TCF3	ENSP00000262965	organelle
H1FX	ENSP00000329662	organelle
HIST1H2BB	ENSP00000350580	organelle
HIST3H2BB	ENSP00000375736	organelle
HIST1H2BO	ENSP00000303408	organelle
PRM1	ENSP00000310515	organelle
PRM2	ENSP00000241808	organelle
HIST1H2BJ	ENSP00000244601	organelle
HIST1H2BK	ENSP00000349430	organelle
HIST1H1T	ENSP00000341214	organelle
HIST1H2BA	ENSP00000274764	organelle
H2BFM	ENSP00000243297	organelle
HIST1H4G	ENSP00000244537	organelle
SHPRH	ENSP00000356473	organelle
TNP2	ENSP00000325738	organelle
HP1BP3	ENSP00000312625	organelle
H2BFWT	ENSP00000354723	organelle
PRM3	ENSP00000325638	organelle
HILS1	ENSP00000355345	organelle
TNP1	ENSP00000236979	organelle
CHEK1	ENSP00000278916	organelle
PCNA	ENSP00000368438	organelle
SNORA29	ENSP00000317334	organelle
SNRPB	ENSP00000412566	organelle
SNRPN	ENSP00000336543	organelle
SNRPD2	ENSP00000342374	organelle
SNRPD3	ENSP00000215829	organelle
SNRPE	ENSP00000400591	organelle
SNRPD1	ENSP00000300413	organelle
SNRPF	ENSP00000266735	organelle
SNRPG	ENSP00000272348	organelle
AADAT	ENSP00000226840	organelle
WARS2	ENSP00000235521	organelle
YARS2	ENSP00000320658	organelle
ACSM2B	ENSP00000327453	organelle
ACSM3	ENSP00000289416	organelle
ACSS1	ENSP00000316924	organelle
TXNRD2	ENSP00000383360	organelle
ADHFE1	ENSP00000379865	organelle
ALDH5A1	ENSP00000314649	organelle
ALKBH7	ENSP00000245812	organelle
BCAT2	ENSP00000322991	organelle
COQ3	ENSP00000254759	organelle
FDX1	ENSP00000260270	organelle
GLS2	ENSP00000310447	organelle
HIBADH	ENSP00000265395	organelle
ALDH4A1	ENSP00000290597	organelle
FDX1L	ENSP00000377311	organelle
AGXT2	ENSP00000231420	organelle
ATG4D	ENSP00000311318	organelle
TMLHE	ENSP00000335261	organelle
TK2	ENSP00000299697	organelle
THEM5	ENSP00000357807	organelle
CA5A	ENSP00000309649	organelle
AK3	ENSP00000371230	organelle
CA5B	ENSP00000314099	organelle
FARS2	ENSP00000274680	organelle
SIRT4	ENSP00000202967	organelle
DMGDH	ENSP00000255189	organelle
AASS	ENSP00000377040	organelle
RARS2	ENSP00000358549	organelle
D2HGDH	ENSP00000315351	organelle
PYCR1	ENSP00000328858	organelle
PTCD1	ENSP00000292478	organelle
ARG2	ENSP00000261783	organelle
AUH	ENSP00000364883	organelle
PITRM1	ENSP00000370377	organelle
GPT2	ENSP00000345282	organelle
PDPR	ENSP00000288050	organelle
PDSS1	ENSP00000365388	organelle
PDSS2	ENSP00000358033	organelle
PDK3	ENSP00000387536	organelle
PDP1	ENSP00000297598	organelle
PDP2	ENSP00000309548	organelle
OXCT1	ENSP00000196371	organelle
PDHX	ENSP00000227868	organelle
PDK1	ENSP00000282077	organelle
GLUD1	ENSP00000277865	organelle
OAT	ENSP00000357838	organelle
IARS2	ENSP00000303279	organelle
ACAD8	ENSP00000281182	organelle
NT5M	ENSP00000373674	organelle
IVD	ENSP00000249760	organelle
NAGS	ENSP00000293404	organelle
HARS2	ENSP00000230771	organelle
MUT	ENSP00000274813	organelle
MMAB	ENSP00000266839	organelle
MMAA	ENSP00000281317	organelle
MIPEP	ENSP00000371607	organelle
CBR4	ENSP00000303525	organelle
ME3	ENSP00000352657	organelle
ME2	ENSP00000321070	organelle
MCEE	ENSP00000244217	organelle
MARS2	ENSP00000282276	organelle
GRPEL1	ENSP00000264954	organelle
LARS2	ENSP00000265537	organelle
ACO2	ENSP00000216254	organelle
TRMT5	ENSP00000261249	organelle
ALDH1B1	ENSP00000366927	organelle
DARS2	ENSP00000355086	organelle
ETHE1	ENSP00000292147	organelle
IDH3A	ENSP00000299518	organelle
ADPRHL2	ENSP00000362273	organelle
PRIMPOL	ENSP00000313816	organelle
PDHA2	ENSP00000295266	organelle
PARG	ENSP00000384408	organelle
ALAS1	ENSP00000309259	organelle
IDH3B	ENSP00000370223	organelle
LYRM4	ENSP00000420026	organelle
DGUOK	ENSP00000264093	organelle
NFS1	ENSP00000363205	organelle
ISCU	ENSP00000310623	organelle
FLAD1	ENSP00000292180	organelle
QARS	ENSP00000307567	organelle
GLS	ENSP00000317379	organelle
FXN	ENSP00000366482	organelle
PCCB	ENSP00000251654	organelle
PCCA	ENSP00000365462	organelle
MCCC2	ENSP00000343657	organelle
CLPP	ENSP00000245816	organelle
C10ORF2	ENSP00000309595	organelle
TFB1M	ENSP00000356134	organelle
TFB2M	ENSP00000355471	organelle
GRSF1	ENSP00000254799	organelle
POLRMT	ENSP00000215591	organelle
DHX30	ENSP00000392601	organelle
MTERF2	ENSP00000240050	organelle
MTERF1	ENSP00000248643	organelle
LONP1	ENSP00000353826	organelle
DDX28	ENSP00000332340	organelle
TFAM	ENSP00000420588	organelle
TRMT10C	ENSP00000312356	organelle
TOP1MT	ENSP00000328835	organelle
TEFM	ENSP00000306574	organelle
DNA2	ENSP00000382133	organelle
MPG	ENSP00000219431	organelle
SUPV3L1	ENSP00000352678	organelle
NR3C1	ENSP00000231509	organelle
BCKDHA	ENSP00000269980	organelle
BCKDHB	ENSP00000318351	organelle
BCKDK	ENSP00000219794	organelle
DBT	ENSP00000359151	organelle
DLAT	ENSP00000280346	organelle
PDK2	ENSP00000007708	organelle
PDHA1	ENSP00000394382	organelle
FBXO17	ENSP00000221431	organelle
HSPA1L	ENSP00000396486	organelle
TDRD7	ENSP00000347444	organelle
DAP3	ENSP00000341692	organelle
MRPS31	ENSP00000315397	organelle
MRPS9	ENSP00000258455	organelle
MRPL40	ENSP00000333401	organelle
MRPL42	ENSP00000351506	organelle
MRPS11	ENSP00000317376	organelle
MRPS33	ENSP00000320567	organelle
MRPS35	ENSP00000081029	organelle
MRPS36	ENSP00000256441	organelle
MRPS28	ENSP00000276585	organelle
MRPS16	ENSP00000362036	organelle
MRPS17	ENSP00000285298	organelle
MRPS18A	ENSP00000361206	organelle
MRPS18C	ENSP00000295491	organelle
MRPS21	ENSP00000312395	organelle
MRPS22	ENSP00000310785	organelle
MRPS18B	ENSP00000397790+ENSP00000398494	organelle
MRPS26	ENSP00000369682	organelle
ZNF713	ENSP00000313355	organelle
ICT1	ENSP00000301585	organelle
MRPL10	ENSP00000324100	organelle
MRPL12	ENSP00000333837	organelle
MRPL51	ENSP00000229238	organelle
MRPL52	ENSP00000347277	organelle
MRPL55	ENSP00000355692	organelle
MRPL13	ENSP00000306548	organelle
MRPL27	ENSP00000225969	organelle
MRPL36	ENSP00000372093	organelle
NSUN4	ENSP00000419740	organelle
MRPL3	ENSP00000264995	organelle
MTERF4	ENSP00000241527	organelle
MRPL41	ENSP00000360498	organelle
MRPL32	ENSP00000223324	organelle
MRPS24	ENSP00000318158	organelle
MRPL23	ENSP00000370930	organelle
MRPL11	ENSP00000308897	organelle
MRPL37	ENSP00000354086	organelle
MRPL39	ENSP00000305682	organelle
MRPL43	ENSP00000339844	organelle
MRPL47	ENSP00000417602	organelle
MRPL48	ENSP00000308717	organelle
MRPL49	ENSP00000279242	organelle
MRPL57	ENSP00000310726	organelle
MRPL9	ENSP00000357823	organelle
MRPL35	ENSP00000338389	organelle
MRPL20	ENSP00000341082	organelle
MRPL34	ENSP00000252602	organelle
MRPL28	ENSP00000199706	organelle
MRPS12	ENSP00000308845	organelle
MRPL18	ENSP00000356001	organelle
C1QBP	ENSP00000225698	organelle
KARS	ENSP00000325448	organelle
OGDH	ENSP00000222673	organelle
SUCLG2	ENSP00000307432	organelle
DAPK2	ENSP00000261891	organelle
DLD	ENSP00000205402	organelle
ABCD3	ENSP00000359233	organelle
CRAT	ENSP00000315013	organelle
ACAA1	ENSP00000333664	organelle
ACOX2	ENSP00000307697	organelle
HACL1	ENSP00000323811	organelle
