GeneSym	EnsembleID	Tissue
LRRC3B	ENSG00000179796	bronchus
SUGP2	ENSG00000064607	bronchus
GPRC5A	ENSG00000013588	bronchus
CRADD	ENSG00000169372	bronchus
C8ORF44	ENSG00000213865	bronchus
NF1	ENSG00000196712	bronchus
TMEM119	ENSG00000183160	bronchus
LYRM4	ENSG00000214113	bronchus
OXCT1	ENSG00000083720	bronchus
GMPPB	ENSG00000173540	bronchus
TRPM5	ENSG00000070985	bronchus
TBX4	ENSG00000121075	bronchus
TNFRSF12A	ENSG00000006327	bronchus
HCFC1	ENSG00000172534	bronchus
UFSP2	ENSG00000109775	bronchus
TCF4	ENSG00000196628	bronchus
EYA4	ENSG00000112319	bronchus
STYXL1	ENSG00000127952	bronchus
SNAPC5	ENSG00000174446	bronchus
ZMPSTE24	ENSG00000084073	bronchus
DDX27	ENSG00000124228	bronchus
ST3GAL6	ENSG00000064225	bronchus
BCL9	ENSG00000116128	bronchus
SH3BP4	ENSG00000130147	bronchus
ADAMTS10	ENSG00000142303	bronchus
CCDC135	ENSG00000159625	bronchus
BMX	ENSG00000102010	bronchus
STK3	ENSG00000104375	bronchus
SMPD2	ENSG00000135587	bronchus
GFI1B	ENSG00000165702	bronchus
CYP46A1	ENSG00000036530	bronchus
SLC9A7	ENSG00000065923	bronchus
CDKL4	ENSG00000205111	bronchus
MAPK1	ENSG00000100030	bronchus
LRRC2	ENSG00000163827	bronchus
MRPL14	ENSG00000180992	bronchus
EIF3C	ENSG00000184110	bronchus
EIF3CL	ENSG00000205609	bronchus
RPL26	ENSG00000161970	bronchus
RPL26L1	ENSG00000037241	bronchus
TLDC2	ENSG00000101342	bronchus
HIRIP3	ENSG00000149929	bronchus
JSRP1	ENSG00000167476	bronchus
EIF3K	ENSG00000178982	bronchus
MOSPD2	ENSG00000130150	bronchus
EDC4	ENSG00000038358	bronchus
RPS6KA3	ENSG00000177189	bronchus
COL20A1	ENSG00000101203	bronchus
MYNN	ENSG00000085274	bronchus
C9ORF40	ENSG00000135045	bronchus
TMEM177	ENSG00000144120	bronchus
RIC8B	ENSG00000111785	bronchus
DDIAS	ENSG00000165490	bronchus
TIMM44	ENSG00000104980	bronchus
ARFGAP2	ENSG00000149182	bronchus
CENPE	ENSG00000138778	bronchus
CRELD1	ENSG00000163703	bronchus
TRADD	ENSG00000102871	bronchus
ZCCHC10	ENSG00000155329	bronchus
OTOP2	ENSG00000183034	bronchus
FAU	ENSG00000149806	bronchus
PRMT2	ENSG00000160310	bronchus
YBX3	ENSG00000060138	bronchus
DNAJC4	ENSG00000110011	bronchus
OSBPL8	ENSG00000091039	bronchus
TGFB1I1	ENSG00000140682	bronchus
SNX4	ENSG00000114520	bronchus
CT83	ENSG00000204019	bronchus
MIR3064	ENSG00000108654	bronchus
NUDC	ENSG00000090273	bronchus
KIF2A	ENSG00000068796	bronchus
WEE1	ENSG00000166483	bronchus
QSOX2	ENSG00000165661	bronchus
RRM2B	ENSG00000048392	bronchus
TBC1D20	ENSG00000125875	bronchus
WDR77	ENSG00000116455	bronchus
SIM1	ENSG00000112246	bronchus
BRWD3	ENSG00000165288	bronchus
ROCK1	ENSG00000067900	bronchus
UBE2I	ENSG00000103275	bronchus
LOC100506403	ENSG00000159216	bronchus
PTEN	ENSG00000171862	bronchus
PPP1CA	ENSG00000172531	bronchus
STX11	ENSG00000135604	bronchus
UPF3A	ENSG00000169062	bronchus
VRK1	ENSG00000100749	bronchus
RSPO3	ENSG00000146374	bronchus
MALRD1	ENSG00000204740	bronchus
CDKL3	ENSG00000006837	bronchus
GFRA2	ENSG00000168546	bronchus
MSL3	ENSG00000005302	bronchus
PPP3CA	ENSG00000138814	bronchus
FANCI	ENSG00000140525	bronchus
ZNF20	ENSG00000132010	bronchus
SCNM1	ENSG00000163156	bronchus
CHIC1	ENSG00000204116	bronchus
CHIC2	ENSG00000109220	bronchus
DPH2	ENSG00000132768	bronchus
SHOC2	ENSG00000108061	bronchus
ALB	ENSG00000163631	bronchus
MYOG	ENSG00000122180	bronchus
BTNL9	ENSG00000165810	bronchus
ZNF350	ENSG00000256683	bronchus
SETD7	ENSG00000145391	bronchus
CCDC85C	ENSG00000205476	bronchus
ZNF143	ENSG00000166478	bronchus
NAA15	ENSG00000164134	bronchus
PLEKHA7	ENSG00000166689	bronchus
FRMD3	ENSG00000172159	bronchus
ASB10	ENSG00000146926	bronchus
ELOVL2	ENSG00000197977	bronchus
ZNF554	ENSG00000172006	bronchus
CEP78	ENSG00000148019	bronchus
MBNL1	ENSG00000152601	bronchus
METTL15	ENSG00000169519	bronchus
BMI1	ENSG00000168283	bronchus
PHC1	ENSG00000111752	bronchus
RHOBTB3	ENSG00000164292	bronchus
CCNB3	ENSG00000147082	bronchus
TOP3A	ENSG00000177302	bronchus
ELMO2	ENSG00000062598	bronchus
CTF1	ENSG00000150281	bronchus
RPGRIP1L	ENSG00000103494	bronchus
PHLDA2	ENSG00000181649	bronchus
BAG2	ENSG00000112208	bronchus
LRCH3	ENSG00000186001	bronchus
C14ORF119	ENSG00000179933	bronchus
RAG2	ENSG00000175097	bronchus
NTRK3	ENSG00000140538	bronchus
RAE1	ENSG00000101146	bronchus
PRC1	ENSG00000198901	bronchus
PZP	ENSG00000126838	bronchus
MROH9	ENSG00000117501	bronchus
DLEC1	ENSG00000008226	bronchus
KAZN	ENSG00000189337	bronchus
RBP7	ENSG00000162444	bronchus
GPRASP2	ENSG00000158301	bronchus
SRPK2	ENSG00000135250	bronchus
PINX1	ENSG00000254093	bronchus
BAMBI	ENSG00000095739	bronchus
CLHC1	ENSG00000162994	bronchus
JMJD7	ENSG00000243789	bronchus
PLA2G4B	ENSG00000243708	bronchus
JMJD7-PLA2G4B	ENSG00000168970	bronchus
PXDN	ENSG00000130508	bronchus
NOTUM	ENSG00000185269	bronchus
KDM1A	ENSG00000004487	bronchus
ANO8	ENSG00000074855	bronchus
CNKSR2	ENSG00000149970	bronchus
MRPL9	ENSG00000143436	bronchus
UBALD2	ENSG00000185262	bronchus
OR10G3	ENSG00000169208	bronchus
UBQLN1	ENSG00000135018	bronchus
SIRT3	ENSG00000142082	bronchus
NLRP2	ENSG00000022556	bronchus
GINS4	ENSG00000147536	bronchus
PRKACG	ENSG00000165059	bronchus
SLC31A1	ENSG00000136868	bronchus
DEGS1	ENSG00000143753	bronchus
BCL6B	ENSG00000161940	bronchus
CFB	ENSG00000243649	bronchus
DKK4	ENSG00000104371	bronchus
MTMR6	ENSG00000139505	bronchus
UTRN	ENSG00000152818	bronchus
ASB2	ENSG00000100628	bronchus
NOLC1	ENSG00000166197	bronchus
NXN	ENSG00000167693	bronchus
QRFPR	ENSG00000186867	bronchus
FOXA2	ENSG00000125798	bronchus
TMCO5A	ENSG00000166069	bronchus
HEATR2	ENSG00000164818	bronchus
CCDC124	ENSG00000007080	bronchus
EBPL	ENSG00000123179	bronchus
ASCL4	ENSG00000187855	bronchus
ANKIB1	ENSG00000001629	bronchus
TMEM242	ENSG00000215712	bronchus
PAGE2	ENSG00000234068	bronchus
PAGE5	ENSG00000158639	bronchus
PAGE2B	ENSG00000238269	bronchus
MUC15	ENSG00000169550	bronchus
VPS39	ENSG00000166887	bronchus
CDX4	ENSG00000131264	bronchus
ARRDC5	ENSG00000205784	bronchus
ING3	ENSG00000071243	bronchus
JAM3	ENSG00000166086	bronchus
KCNJ3	ENSG00000162989	bronchus
C9ORF171	ENSG00000188523	bronchus
TECTA	ENSG00000109927	bronchus
PCDH9	ENSG00000184226	bronchus
IGF2BP1	ENSG00000159217	bronchus
AFM	ENSG00000079557	bronchus
ARHGAP5	ENSG00000100852	bronchus
DHX40	ENSG00000108406	bronchus
MAGEA8	ENSG00000156009	bronchus
TTC23L	ENSG00000205838	bronchus
C14ORF178	ENSG00000197734	bronchus
FGF17	ENSG00000158815	bronchus
KCNG4	ENSG00000168418	bronchus
ZMAT1	ENSG00000166432	bronchus
EVA1A	ENSG00000115363	bronchus
TSTA3	ENSG00000104522	bronchus
C10ORF54	ENSG00000107738	bronchus
LRGUK	ENSG00000155530	bronchus
CUL9	ENSG00000112659	bronchus
MXRA5	ENSG00000101825	bronchus
AGT	ENSG00000135744	bronchus
HES6	ENSG00000144485	bronchus
GRPEL2	ENSG00000164284	bronchus
NPVF	ENSG00000105954	bronchus
ZNF140	ENSG00000196387	bronchus
SLC50A1	ENSG00000169241	bronchus
DHX35	ENSG00000101452	bronchus
ZNF645	ENSG00000175809	bronchus
ACOT7	ENSG00000097021	bronchus
CXORF30	ENSG00000205081	bronchus
TPPP	ENSG00000171368	bronchus
ZNF311	ENSG00000197935	bronchus
C9ORF139	ENSG00000180539	bronchus
GADD45G	ENSG00000130222	bronchus
TMEM31	ENSG00000179363	bronchus
TTC24	ENSG00000187862	bronchus
POU4F3	ENSG00000091010	bronchus
CPXCR1	ENSG00000147183	bronchus
WASF3	ENSG00000132970	bronchus
CEND1	ENSG00000184524	bronchus
DLG2	ENSG00000150672	bronchus
GSK3B	ENSG00000082701	bronchus
PTPRH	ENSG00000080031	bronchus
BASP1	ENSG00000176788	bronchus
XPO7	ENSG00000130227	bronchus
SLITRK1	ENSG00000178235	bronchus
PGM2L1	ENSG00000165434	bronchus
CSRNP1	ENSG00000144655	bronchus
TMEM99	ENSG00000167920	bronchus
LRIG1	ENSG00000144749	bronchus
KIAA0895	ENSG00000164542	bronchus
PLSCR4	ENSG00000114698	bronchus
OGDHL	ENSG00000197444	bronchus
SLC34A1	ENSG00000131183	bronchus
LOH12CR2	ENSG00000205791	bronchus
BANK1	ENSG00000153064	bronchus
SEMA5B	ENSG00000082684	bronchus
KNCN	ENSG00000162456	bronchus
PDILT	ENSG00000169340	bronchus
GPAT2	ENSG00000186281	bronchus
AKAP14	ENSG00000186471	bronchus
CNTN2	ENSG00000184144	bronchus
DNAH14	ENSG00000185842	bronchus
DCDC1	ENSG00000170959	bronchus
SLC36A3	ENSG00000186334	bronchus
NBPF20	ENSG00000162825	bronchus
KCNK15	ENSG00000124249	bronchus
KRTAP20-3	ENSG00000206104	bronchus
TXLNB	ENSG00000164440	bronchus
LIPG	ENSG00000101670	bronchus
MAGI2	ENSG00000187391	bronchus
FAM183A	ENSG00000186973	bronchus
C4ORF50	ENSG00000181215	bronchus
TMEM102	ENSG00000181284	bronchus
C2ORF16	ENSG00000221843	bronchus
HSF5	ENSG00000176160	bronchus
PIANP	ENSG00000139200	bronchus
FAM43B	ENSG00000183114	bronchus
EGR4	ENSG00000135625	bronchus
IP6K3	ENSG00000161896	bronchus
FAM20C	ENSG00000177706	bronchus
BAG1	ENSG00000107262	bronchus
SH3TC2	ENSG00000169247	bronchus
RMDN1	ENSG00000176623	bronchus
KCND1	ENSG00000102057	bronchus
SLC25A15	ENSG00000102743	bronchus
SLC25A2	ENSG00000120329	bronchus
DCN	ENSG00000011465	bronchus
IL18BP	ENSG00000137496	bronchus
NDUFS2	ENSG00000158864	bronchus
CNTN3	ENSG00000113805	bronchus
MUC3A	ENSG00000169894	bronchus
BEND7	ENSG00000165626	bronchus
CARD16	ENSG00000204397	bronchus
MASP1	ENSG00000127241	bronchus
C10ORF35	ENSG00000171224	bronchus
SEZ6L2	ENSG00000174938	bronchus
FAM184A	ENSG00000111879	bronchus
MXRA7	ENSG00000182534	bronchus
PDE6A	ENSG00000132915	bronchus
KCNQ5	ENSG00000185760	bronchus
ZNF710	ENSG00000140548	bronchus
PANX2	ENSG00000073150	bronchus
ZNF212	ENSG00000170260	bronchus
KMO	ENSG00000117009	bronchus
PLCD4	ENSG00000115556	bronchus
NUDT10	ENSG00000122824	bronchus
NUDT3	ENSG00000272325	bronchus
NUDT11	ENSG00000196368	bronchus
FAM129C	ENSG00000167483	bronchus
SRF	ENSG00000112658	bronchus
UBTD2	ENSG00000168246	bronchus
DHFRL1	ENSG00000178700	bronchus
OXTR	ENSG00000180914	bronchus
TSPAN12	ENSG00000106025	bronchus
ZFP92	ENSG00000189420	bronchus
ARHGEF38	ENSG00000236699	bronchus
SLC25A37	ENSG00000147454	bronchus
SPEG	ENSG00000072195	bronchus
ABTB2	ENSG00000166016	bronchus
BTG1	ENSG00000133639	bronchus
NIM1K	ENSG00000177453	bronchus
TTC39A	ENSG00000085831	bronchus
EMP2	ENSG00000213853	bronchus
FPGS	ENSG00000136877	bronchus
LPP	ENSG00000145012	bronchus
TGM2	ENSG00000198959	bronchus
FGF7	ENSG00000140285	bronchus
LTF	ENSG00000012223	bronchus
GPR157	ENSG00000180758	bronchus
TP53INP1	ENSG00000164938	bronchus
SNCA	ENSG00000145335	bronchus
KLF1	ENSG00000105610	bronchus
LCN2	ENSG00000148346	bronchus
TMEM145	ENSG00000167619	bronchus
ATG16L1	ENSG00000085978	bronchus
ERG	ENSG00000157554	bronchus
FCGR2B	ENSG00000072694	bronchus
CDH11	ENSG00000140937	bronchus
NOC2L	ENSG00000188976	bronchus
RASAL2	ENSG00000075391	bronchus
SSH3	ENSG00000172830	bronchus
DMTN	ENSG00000158856	bronchus
MGAT4B	ENSG00000161013	bronchus
PROS1	ENSG00000184500	bronchus
CBR3	ENSG00000159231	bronchus
CAND1.11	ENSG00000133805	bronchus
CCDC87	ENSG00000182791	bronchus
CLCN5	ENSG00000171365	bronchus
GREB1L	ENSG00000141449	bronchus
CD226	ENSG00000150637	bronchus
IFITM1	ENSG00000185885	bronchus
TTC21A	ENSG00000168026	bronchus
ZNF586	ENSG00000083828	bronchus
CD3D	ENSG00000167286	bronchus
FAM49B	ENSG00000153310	bronchus
UBLCP1	ENSG00000164332	bronchus
NDRG4	ENSG00000103034	bronchus
NUP54	ENSG00000138750	bronchus
NUP107	ENSG00000111581	bronchus
MED13L	ENSG00000123066	bronchus
ING1	ENSG00000153487	bronchus
CLDN22	ENSG00000151718	bronchus
PLEKHF2	ENSG00000175895	bronchus
MGEA5	ENSG00000198408	bronchus
LMBR1L	ENSG00000139636	bronchus
IKZF3	ENSG00000161405	bronchus
FAM19A5	ENSG00000219438	nasopharynx
KRT4	ENSG00000170477	nasopharynx
TTC21B	ENSG00000123607	nasopharynx
VPS4B	ENSG00000119541	nasopharynx
ZNF106	ENSG00000103994	nasopharynx
MDN1	ENSG00000112159	nasopharynx
INPP1	ENSG00000151689	nasopharynx
PLEKHN1	ENSG00000187583	nasopharynx
DDX54	ENSG00000123064	nasopharynx
BAZ2A	ENSG00000076108	nasopharynx
BCL11A	ENSG00000119866	nasopharynx
KRT6A	ENSG00000205420	nasopharynx
KRT6C	ENSG00000170465	nasopharynx
NPFFR2	ENSG00000056291	nasopharynx
TP73	ENSG00000078900	nasopharynx
KRT6B	ENSG00000185479	nasopharynx
GLYATL2	ENSG00000156689	nasopharynx
ZNF628	ENSG00000197483	nasopharynx
NTN3	ENSG00000162068	nasopharynx
NLRP11	ENSG00000179873	nasopharynx
KRT15	ENSG00000171346	nasopharynx
NFE2L3	ENSG00000050344	nasopharynx
CNPPD1	ENSG00000115649	nasopharynx
OBFC1	ENSG00000107960	nasopharynx
SLC10A6	ENSG00000145283	nasopharynx
S100A2	ENSG00000196754	nasopharynx
SART1	ENSG00000175467	nasopharynx
ADH7	ENSG00000196344	nasopharynx
EVPL	ENSG00000167880	nasopharynx
CCDC105	ENSG00000160994	nasopharynx
SERPINB3	ENSG00000057149	nasopharynx
SERPINB4	ENSG00000206073	nasopharynx
KRT75	ENSG00000170454	nasopharynx
TP63	ENSG00000073282	nasopharynx
KRT83	ENSG00000170523	nasopharynx
RXFP1	ENSG00000171509	nasopharynx
KRT5	ENSG00000186081	nasopharynx
NGFR	ENSG00000064300	nasopharynx
TACSTD2	ENSG00000184292	nasopharynx
OR1Q1	ENSG00000165202	nasopharynx
CD44	ENSG00000026508	nasopharynx
TRIM29	ENSG00000137699	nasopharynx
CCNJ	ENSG00000107443	nasopharynx
KRT33A	ENSG00000006059	nasopharynx
KRT33B	ENSG00000131738	nasopharynx
KRT34	ENSG00000131737	nasopharynx
ALDH3A1	ENSG00000108602	nasopharynx
TMEM134	ENSG00000172663	nasopharynx
S100A14	ENSG00000189334	nasopharynx
KLF4	ENSG00000136826	nasopharynx
MIPEP	ENSG00000027001	nasopharynx
JAKMIP3	ENSG00000188385	nasopharynx
GINS3	ENSG00000181938	nasopharynx
PQLC2	ENSG00000040487	nasopharynx
CAMSAP3	ENSG00000076826	nasopharynx
ITSN2	ENSG00000198399	nasopharynx
SLC26A1	ENSG00000145217	nasopharynx
ANXA1	ENSG00000135046	nasopharynx
SREK1IP1	ENSG00000153006	nasopharynx
ACOT11	ENSG00000162390	nasopharynx
C1ORF137	ENSG00000203864	nasopharynx
AHNAK2	ENSG00000185567	nasopharynx
TMEM218	ENSG00000150433	nasopharynx
ANGPTL6	ENSG00000130812	nasopharynx
CAV2	ENSG00000105971	nasopharynx
HMBOX1	ENSG00000147421	nasopharynx
CAV1	ENSG00000105974	nasopharynx
DCHS2	ENSG00000197410	nasopharynx
UBTD1	ENSG00000165886	nasopharynx
RALY	ENSG00000125970	nasopharynx
CD3EAP	ENSG00000117877	nasopharynx
ZBED4	ENSG00000100426	nasopharynx
DMRTC2	ENSG00000142025	nasopharynx
RBM3	ENSG00000102317	nasopharynx
ATP13A2	ENSG00000159363	nasopharynx
SLC15A3	ENSG00000110446	nasopharynx
ANKRD35	ENSG00000198483	nasopharynx
PNLDC1	ENSG00000146453	nasopharynx
EGFR	ENSG00000146648	nasopharynx
TMEM182	ENSG00000170417	nasopharynx
ZNF583	ENSG00000198440	nasopharynx
HPR	ENSG00000261701	nasopharynx
SERPINB8	ENSG00000166401	nasopharynx
DNAJC15	ENSG00000120675	nasopharynx
CPOX	ENSG00000080819	nasopharynx
PDPN	ENSG00000162493	nasopharynx
EGLN3	ENSG00000129521	nasopharynx
SOX11	ENSG00000176887	nasopharynx
FRAT2	ENSG00000181274	nasopharynx
FGFR3	ENSG00000068078	nasopharynx
SMYD5	ENSG00000135632	nasopharynx
TMEM243	ENSG00000135185	nasopharynx
PRDM15	ENSG00000141956	nasopharynx
SLC39A13	ENSG00000165915	nasopharynx
MAP7D3	ENSG00000129680	nasopharynx
TIFA	ENSG00000145365	nasopharynx
FIGN	ENSG00000182263	nasopharynx
RAPGEF5	ENSG00000136237	nasopharynx
SUMO3	ENSG00000184900	nasopharynx
SLFN5	ENSG00000166750	nasopharynx
PPOX	ENSG00000143224	nasopharynx
RAD23A	ENSG00000179262	nasopharynx
FAM9B	ENSG00000177138	nasopharynx
TSG101	ENSG00000074319	nasopharynx
TMEM215	ENSG00000188133	nasopharynx
WWTR1	ENSG00000018408	nasopharynx
SEPT10	ENSG00000186522	nasopharynx
NANOS3	ENSG00000187556	nasopharynx
STK38L	ENSG00000211455	nasopharynx
NABP2	ENSG00000139579	nasopharynx
ACER1	ENSG00000167769	nasopharynx
ASS1	ENSG00000130707	nasopharynx
ZNF766	ENSG00000196214	nasopharynx
FAM134C	ENSG00000141699	nasopharynx
MTMR10	ENSG00000166912	nasopharynx
ANP32E	ENSG00000143401	nasopharynx
ATXN7	ENSG00000163635	nasopharynx
DMBX1	ENSG00000197587	nasopharynx
ASB15	ENSG00000146809	nasopharynx
ALS2CR12	ENSG00000155749	nasopharynx
GIPC2	ENSG00000137960	nasopharynx
SLC17A3	ENSG00000124564	nasopharynx
LTN1	ENSG00000198862	nasopharynx
ZNF709	ENSG00000242852	nasopharynx
MDM4	ENSG00000198625	nasopharynx
NFIC	ENSG00000141905	nasopharynx
PITPNC1	ENSG00000154217	nasopharynx
NARFL	ENSG00000103245	nasopharynx
FOPNL	ENSG00000133393	nasopharynx
ZNF688	ENSG00000229809	nasopharynx
ANKUB1	ENSG00000206199	nasopharynx
C19ORF43	ENSG00000123144	nasopharynx
TTC31	ENSG00000115282	nasopharynx
GPR160	ENSG00000173890	nasopharynx
KCTD20	ENSG00000112078	nasopharynx
KLHL31	ENSG00000124743	nasopharynx
C4BPB	ENSG00000123843	nasopharynx
SFRP5	ENSG00000120057	nasopharynx
DDX19A	ENSG00000168872	nasopharynx
SYNE2	ENSG00000054654	nasopharynx
PHF1	ENSG00000112511	nasopharynx
EFCAB14	ENSG00000159658	nasopharynx
CNTLN	ENSG00000044459	nasopharynx
SLC20A1	ENSG00000144136	nasopharynx
MROH1	ENSG00000179832	nasopharynx
L1TD1	ENSG00000240563	nasopharynx
HINT2	ENSG00000137133	nasopharynx
PDCL2	ENSG00000163440	nasopharynx
PDE11A	ENSG00000128655	nasopharynx
HTR1F	ENSG00000179097	nasopharynx
ADORA3	ENSG00000121933	nasopharynx
OAT	ENSG00000065154	nasopharynx
STRIP2	ENSG00000128578	nasopharynx
ABCG4	ENSG00000172350	nasopharynx
TRIM67	ENSG00000119283	nasopharynx
ITGA11	ENSG00000137809	nasopharynx
YAE1D1	ENSG00000241127	nasopharynx
L3MBTL3	ENSG00000198945	nasopharynx
PNISR	ENSG00000132424	nasopharynx
TRAPPC2L	ENSG00000167515	nasopharynx
NOM1	ENSG00000146909	nasopharynx
SOX2	ENSG00000181449	nasopharynx
CALCRL	ENSG00000064989	nasopharynx
DMRTA2	ENSG00000142700	nasopharynx
PAPOLA	ENSG00000090060	nasopharynx
IRF9	ENSG00000213928+ENSG00000259529	nasopharynx
ZNF740	ENSG00000139651	nasopharynx
PRPF6	ENSG00000101161	nasopharynx
PLCXD2	ENSG00000240891	nasopharynx
TIPARP	ENSG00000163659	nasopharynx
TRIM17	ENSG00000162931	nasopharynx
TAF8	ENSG00000137413	nasopharynx
PPIL4	ENSG00000131013	nasopharynx
TEP1	ENSG00000129566	nasopharynx
ZDHHC18	ENSG00000204160	nasopharynx
WDR3	ENSG00000065183	nasopharynx
SENP6	ENSG00000112701	nasopharynx
WRNIP1	ENSG00000124535	nasopharynx
TESK2	ENSG00000070759	nasopharynx
ZMYM2	ENSG00000121741	nasopharynx
RNPEP	ENSG00000176393	nasopharynx
MX2	ENSG00000183486	nasopharynx
SRCAP	ENSG00000080603	nasopharynx
NXPE3	ENSG00000144815	nasopharynx
RBM23	ENSG00000100461	nasopharynx
PARP2	ENSG00000129484	nasopharynx
SLC25A21	ENSG00000183032	nasopharynx
EXOSC3	ENSG00000107371	nasopharynx
HMCES	ENSG00000183624	nasopharynx
MAGOH	ENSG00000162385	nasopharynx
MAGOHB	ENSG00000111196	nasopharynx
TRERF1	ENSG00000124496	nasopharynx
SAMHD1	ENSG00000101347	nasopharynx
CTAGE1	ENSG00000212710	nasopharynx
COPS6	ENSG00000168090	nasopharynx
RFX3	ENSG00000080298	nasopharynx
GRXCR1	ENSG00000215203	nasopharynx
TUBB2B	ENSG00000137285	nasopharynx
TUBB3	ENSG00000258947	nasopharynx
TUBB6	ENSG00000176014	nasopharynx
TUBB4A	ENSG00000104833	nasopharynx
RPS6KB2	ENSG00000175634	nasopharynx
ZFP36	ENSG00000128016	nasopharynx
HK1	ENSG00000156515	nasopharynx
CCNC	ENSG00000112237	nasopharynx
SAMD14	ENSG00000167100	nasopharynx
SYT2	ENSG00000143858	nasopharynx
PTK7	ENSG00000112655	nasopharynx
UGGT2	ENSG00000102595	nasopharynx
LARP4	ENSG00000161813	nasopharynx
MMP10	ENSG00000166670	nasopharynx
BCL7A	ENSG00000110987	nasopharynx
C1ORF131	ENSG00000143633	nasopharynx
PRICKLE2	ENSG00000163637	nasopharynx
CCAR2	ENSG00000158941	nasopharynx
SMARCAL1	ENSG00000138375	nasopharynx
KCND3	ENSG00000171385	nasopharynx
DIS3	ENSG00000083520	nasopharynx
ZBTB7A	ENSG00000178951	nasopharynx
ZSWIM8	ENSG00000214655	nasopharynx
CDH20	ENSG00000101542	nasopharynx
FAM222A	ENSG00000139438	nasopharynx
SNTA1	ENSG00000101400	nasopharynx
ZNF638	ENSG00000075292	nasopharynx
NQO1	ENSG00000181019	nasopharynx
PES1	ENSG00000100029	nasopharynx
CEP170B	ENSG00000099814	nasopharynx
CGREF1	ENSG00000138028	nasopharynx
ZNF333	ENSG00000160961	nasopharynx
CHEK2	ENSG00000183765	nasopharynx
RPF2	ENSG00000197498	nasopharynx
CAND2	ENSG00000144712	nasopharynx
GPR158	ENSG00000151025	nasopharynx
CRAMP1L	ENSG00000007545	nasopharynx
FAM154B	ENSG00000188659	nasopharynx
VSTM5	ENSG00000214376	nasopharynx
PDE8B	ENSG00000113231	nasopharynx
BUD31	ENSG00000106245	nasopharynx
PLD6	ENSG00000179598	nasopharynx
CCDC157	ENSG00000187860	nasopharynx
FAM206A	ENSG00000119328	nasopharynx
TGM6	ENSG00000166948	nasopharynx
GRHL2	ENSG00000083307	nasopharynx
FAM9A	ENSG00000183304	nasopharynx
SETD5	ENSG00000168137	nasopharynx
SSC5D	ENSG00000179954	nasopharynx
ADAM7	ENSG00000069206	nasopharynx
EMCN	ENSG00000164035	nasopharynx
ZBTB1	ENSG00000126804	nasopharynx
SREBF2	ENSG00000198911	nasopharynx
BRIX1	ENSG00000113460	nasopharynx
PCDHB8	ENSG00000120322	nasopharynx
CBX8	ENSG00000141570	nasopharynx
CCDC11	ENSG00000172361	nasopharynx
AMICA1	ENSG00000160593	nasopharynx
FXYD5	ENSG00000089327	nasopharynx
DZIP1L	ENSG00000158163	nasopharynx
CIT	ENSG00000122966	nasopharynx
PRR12	ENSG00000126464	nasopharynx
BTBD10	ENSG00000148925	nasopharynx
SMYD4	ENSG00000186532	nasopharynx
MLF1	ENSG00000178053	nasopharynx
HSPBP1	ENSG00000133265	nasopharynx
C14ORF39	ENSG00000179008	nasopharynx
SLC35C2	ENSG00000080189	nasopharynx
FAM135B	ENSG00000147724	nasopharynx
TRAF3IP3	ENSG00000009790	nasopharynx
SIRT1	ENSG00000096717	nasopharynx
RNF26	ENSG00000173456	nasopharynx
GATA6	ENSG00000141448	nasopharynx
MAS1L	ENSG00000204687	nasopharynx
FGFR2	ENSG00000066468	nasopharynx
SLC35E2	ENSG00000189339+ENSG00000215790	nasopharynx
OTUD3	ENSG00000169914	nasopharynx
ELMSAN1	ENSG00000156030	nasopharynx
RBM39	ENSG00000131051	nasopharynx
IFNAR1	ENSG00000142166	nasopharynx
TMPRSS11B	ENSG00000185873	nasopharynx
SCNN1B	ENSG00000168447	nasopharynx
API5	ENSG00000166181	nasopharynx
GREM2	ENSG00000180875	nasopharynx
SH3BP1	ENSG00000100092	nasopharynx
ZFP30	ENSG00000120784	nasopharynx
ASTL	ENSG00000188886	nasopharynx
CCNYL1	ENSG00000163249	nasopharynx
ISG20L2	ENSG00000143319	nasopharynx
LRRFIP2	ENSG00000093167	nasopharynx
GRIK1	ENSG00000171189	nasopharynx
TSPAN1	ENSG00000117472	nasopharynx
PIK3R5	ENSG00000141506	nasopharynx
PLEKHA6	ENSG00000143850	nasopharynx
MTHFSD	ENSG00000103248	nasopharynx
CASZ1	ENSG00000130940	nasopharynx
RFX6	ENSG00000185002	nasopharynx
WDHD1	ENSG00000198554	nasopharynx
HDLBP	ENSG00000115677	nasopharynx
SUSD1	ENSG00000106868	nasopharynx
TMEM189	ENSG00000240849	nasopharynx
ZCCHC18	ENSG00000166707	nasopharynx
TRIM24	ENSG00000122779	nasopharynx
ZNF142	ENSG00000115568	nasopharynx
EZH2	ENSG00000106462	nasopharynx
ANLN	ENSG00000011426	nasopharynx
TMEM30B	ENSG00000182107	nasopharynx
RACGAP1	ENSG00000161800	nasopharynx
SAMD13	ENSG00000203943	nasopharynx
